#{"t_start": 1653903596.7099578, "env_id": "JTL-v0"}
r,l,t
9993.916667,14,47.861655
9994.5,12,47.875062
9994.25,14,47.891002
9994.416667,13,47.906054
9993.75,17,47.925079
9994.5,12,47.938084
9994.5,12,47.952683
9992.416667,16,47.971051
9993.25,18,47.991821
9993.75,14,48.007805
9994.5,12,48.02145
9994.5,12,48.035574
9994.5,12,48.048628
9993.75,14,49.735708
9994.5,12,49.74975
9994.25,15,49.767027
9994.5,12,49.779083
9994.5,12,49.793193
9994.5,12,49.806069
9994.5,12,49.820639
9994.5,12,49.834861
9994.5,12,49.847933
9994.5,12,49.86093
9994.5,12,49.873784
9994.5,12,49.886632
9994.416667,13,49.901179
9994.5,12,49.912466
9994.5,12,49.924652
9994.5,12,49.938294
9994.25,14,49.953771
9994.5,12,49.968296
9994.5,12,49.981324
9994.333333,13,49.995144
9993.416667,14,50.010065
9994.5,12,50.022727
9994.333333,14,50.037683
9994.5,12,50.050907
9992.583333,14,50.066248
9994.5,12,50.079356
9994.5,12,50.092521
9994.5,12,50.10566
9994.5,12,50.118848
9993.583333,14,50.134296
9994.5,12,50.146059
9994.5,12,50.158658
9994.5,12,50.171412
9994.5,12,50.18508
9994.5,12,50.199046
9994.5,12,50.21259
9994.5,12,50.22576
9993.166667,20,50.247905
9994.5,12,50.260486
9994.5,12,50.27317
9994.5,12,50.286041
9994.083333,14,50.301363
9994.5,12,50.314221
9994.416667,13,50.328481
9994.5,12,50.340663
9994.5,12,50.353421
9994.5,12,50.365873
9994.416667,13,50.380487
9994.5,12,50.393739
9992.75,14,50.410465
9994.5,12,50.423161
9994.0,16,50.441174
9993.916667,16,50.458821
9994.5,12,50.471994
9994.333333,14,50.487709
9994.416667,13,50.501107
9994.5,12,50.513967
9994.416667,13,50.527797
9994.5,12,50.540524
9994.5,12,50.553385
9994.5,12,50.565916
9994.083333,16,50.584195
9994.5,12,50.597441
9993.5,15,50.613197
9994.25,14,50.628962
9994.5,12,50.64097
9994.5,12,50.653642
9994.5,12,50.666374
9994.5,12,50.680218
9994.5,12,50.693808
9994.25,14,50.70944
9994.333333,13,50.722933
9994.5,12,50.736028
9994.5,12,50.748714
9994.25,14,50.765406
9994.25,14,50.782718
9994.5,12,50.79675
9994.5,12,50.810199
9994.5,12,50.823961
9994.0,16,50.841525
9994.416667,13,50.855966
9992.416667,14,50.871902
9994.5,12,50.885258
9994.5,12,50.898506
9993.25,18,50.920008
9994.5,12,50.934571
9994.5,12,50.948187
9994.5,12,50.961296
9994.5,12,50.975041
9994.5,12,50.988533
9994.5,12,51.002536
9994.25,14,51.017287
9994.416667,13,51.032982
9994.5,12,51.046602
